SERIES,SHOT,YEAR,MON,LAT,LONG,HOB,TYPE,PUR,CRAT,DEVIC,WARHEAD
"5,7,8,q,a",xxx,1968,DEC,37.118,-116.08,-251,UG-S,WR,80,,
Bowline,Tyg-B,1968,DEC,37.118,-116.078,-228.3,UG-S,WR,50,,
Bowline,Tyg-C,1968,DEC,37.121,-116.079,,UG-S,WR,40,,
Bowline,Tyg-D,1968,DEC,37.12,-116.077,,UG-S,WR,90,,
Bowline,Tyg-E,1968,DEC,37.119,-116.083,,UG-S,WR,100,,
Bowline,Tyg-F,1968,DEC,37.00393,-116.03926,-240.58,UG-S,WR,100,,
Bowline,Scissors,1968,DEC,37.23147,-116.47358,1402.08,UG-S,WR,,,
Bowline,Benham,1969,JAN,37.14792,-116.06567,-246.89,UG-S,WE,107,i,
Bowline,Packard,1969,JAN,37.20914,-116.22539,-518.16,UG-S,WR,,,
Bowline,Wineskin,1969,JAN,37.01549,-115.9943,-240.75,UG-S,WR,,,
Bowline,Shave,1969,JAN,37.05331,-116.02925,-454.06,UG-S,WR,268,,
Bowline,Vise,1969,JAN,37.13331,-116.04026,-242.32,UG-S,WR,,,
Bowline,Biggin,1969,FEB,37.00267,-116.00914,-240.73,UG-S,WR,,,
Bowline,Nipper,1969,FEB,37.00944,-116.0423,-240.63,UG-S,WR,,,
Bowline,Winch,1969,FEB,37.16906,-116.21072,-359.66,UG-T,WE,,,
Bowline,Cypress,1969,MAR,37.13914,-116.04084,-90.25,UG-S,SE,,,
Bowline,Valise,1969,MAR,37.16228,-116.07588,-194.77,UG-S,WR,70,Ci,
Bowline,Chatty,1969,MAR,37.022,-116.03019,-304.13,UG-S,WR,162,Ci,
Bowline,Barsac,1969,MAR,37.13322,-116.08667,-464.82,UG-S,WR,120,Ci,
Bowline,Coffer,1969,APR,37.16397,-116.07964,-181.3,UG-S,WR,50,,
"5,7,8,q,a",xxxxx,1969,APR,37.16,-116.082,,UG-S,WR,,,
Bowline,Gourd-Amber,1969,APR,37.09028,-116.00564,-560.47,UG-S,WR,,,
Bowline,Gourd-Brown,1969,APR,37.0815,-116.01394,-557.73,UG-S,WR,,,
Bowline,Thistle,1969,MAY,37.28289,-116.50064,-598.75,UG-S,WR,137,,
Bowline,Blenton,1969,MAY,37.01187,-115.98508,-240.51,UG-S,WR,,,
Bowline,Purse,1969,MAY,37.01499,-116.00218,-124.18,UG-S,SE,,,
Bowline,Aliment,1969,MAY,37.015,-116.001,,UG-S,SE,,,
Bowline,Ipecac-A,1969,MAY,37.07511,-115.99531,-514.72,UG-S,WR,306,,
Bowline,Ipecac-B,1969,JUN,37.00883,-116.03031,-303,UG-S,WR,158,,
Bowline,Torrido,1969,JUN,37.16248,-116.07862,-198.12,UG-S,WR,,,
